1aec04173c58	c3dd3518fd70	252	61	313	17557	8	0.000455658711624993	8	5347864	5.85280403540554e-05
c3dd3518fd70	9e528a72d1dd	177	197	374	17557	5	0.000284786694765621	5	5347844	6.99347250966932e-05
9e528a72d1dd	9969da8c718a	4	1	5	17557	2	0.000113914677906248	2	5347847	9.34955693384646e-07
9969da8c718a	4ed1c307b8c9	28	26	54	17557	3	0.000170872016859372	3	5347849	1.00975177122615e-05
4ed1c307b8c9	b84bebe9bd47	191	179	370	17556	26	0.00148097516518569	26	5347806	6.91872517439862e-05
b84bebe9bd47	57a83b86c292	21319	15036	36355	17452	772	0.0442356176942471	772	5331534	0.00681886301390932
57a83b86c292	b9ddae075097	37	20	57	17461	5	0.000286352442586335	5	5333499	1.06871680298431e-05
b9ddae075097	412b0a03c1cf	0	0	0	17462	0	0	0	5333499	0
412b0a03c1cf	b5be2c934b8f	42	22	64	17461	4	0.000229081954069068	4	5333519	1.19995822645424e-05
b5be2c934b8f	c7893c113e68	302	34	336	17462	7	0.000400870461573703	7	5333955	6.29926574183697e-05
c7893c113e68	5acc2c6af15f	142	9	151	17462	9	0.000515404879166189	9	5334088	2.83084943480497e-05
5acc2c6af15f	c20a46f6c859	96	82	178	17466	11	0.00062979503034467	11	5334292	3.33690019219045e-05
c20a46f6c859	601a02ccacf9	163	182	345	17464	12	0.000687127805771874	12	5334130	6.4677838747837e-05
601a02ccacf9	d1b77333a873	137	22	159	17464	5	0.000286303252404947	5	5334245	2.98074047967426e-05
d1b77333a873	c3b494310a9f	375	227	602	17464	21	0.00120247366010078	21	5334393	0.000112852577603487
c3b494310a9f	5031157fc378	474	137	611	17464	15	0.000858909757214842	15	5334730	0.000114532506799782
5031157fc378	ef5eac530f66	37196	50392	87588	17770	961	0.0540799099606078	961	5320310	0.016462950467172
ef5eac530f66	8efc56c31e89	0	0	0	17770	0	0	0	5320310	0
8efc56c31e89	cc6a5092ce5b	99	82	181	17770	8	0.000450196961170512	8	5320327	3.40204652834309e-05
cc6a5092ce5b	282dc5ba7dd7	209	599	808	17771	24	0.00135051488379945	24	5319985	0.000151880127481562
282dc5ba7dd7	d9eae79a0e69	158	18	176	17771	11	0.000618985988408081	11	5320125	3.3081929465943e-05
d9eae79a0e69	bda3398cbb79	41	9	50	17771	3	0.000168814360474931	3	5320157	9.39821888714938e-06
bda3398cbb79	33ec43a38826	80	100	180	17775	9	0.000506329113924051	9	5320599	3.38307773241321e-05
33ec43a38826	9a2285400216	985	267	1252	17775	35	0.0019690576652602	35	5321312	0.00023528032184544
9a2285400216	9057b7265dba	1510	165	1675	17775	12	0.000675105485232067	12	5322657	0.000314692455290657
9057b7265dba	3c2513b1cedd	115	0	115	17778	5	0.000281246484418945	5	5322893	2.16047927320726e-05
3c2513b1cedd	b31931f99c75	59	19	78	17778	4	0.000224997187535156	4	5322933	1.46535753878548e-05
b31931f99c75	a4337eda821f	462	431	893	17778	11	0.000618742265721679	11	5322964	0.000167763674524194
a4337eda821f	c3cb0deac947	45	78	123	17778	3	0.000168747890651367	3	5322931	2.31075698708099e-05
c3cb0deac947	cb6ed6132f0e	74	31	105	17778	2	0.000112498593767578	2	5322974	1.97258149297742e-05
cb6ed6132f0e	4fe8c1c0c231	1059	439	1498	17786	41	0.00230518385246823	41	5324147	0.000281359624367997
4fe8c1c0c231	c74aee79ad4d	37964	25206	63170	17894	1157	0.0646585447636079	1157	5310485	0.0118953353601413
c74aee79ad4d	1eda83c8ac45	444	410	854	17893	36	0.00201195998435142	36	5310532	0.000160812513699192
1eda83c8ac45	1dad436eaa99	2609	2538	5147	17907	97	0.00541687608197911	97	5313315	0.000968698449084987
1dad436eaa99	11d11bec2346	1239	294	1533	17907	30	0.00167532249958117	30	5314260	0.000288469137753892
11d11bec2346	5b9badfd1a05	2361	1852	4213	17916	255	0.0142330877427997	255	5315627	0.000792568778810101
5b9badfd1a05	1e34662e0b3a	302	81	383	17916	9	0.000502344273275285	9	5315848	7.20487117013128e-05
1e34662e0b3a	7796b2eb23c3	24	23	47	17916	3	0.000167448091091762	3	5315849	8.84148515129004e-06
7796b2eb23c3	3d5deab63882	102	14	116	17916	1	5.58160303639205e-05	1	5315937	2.18211765865547e-05
3d5deab63882	69a72b23a311	119	42	161	17916	6	0.000334896182183523	6	5316014	3.02858495105543e-05
69a72b23a311	192af0330171	23444	16444	39888	18102	644	0.0355761794276876	644	5365838	0.00743369442014463
192af0330171	5db6674097fe	47	1	48	18114	4	0.00022082367229767	4	5366911	8.94369219090833e-06
5db6674097fe	c579d23e6b53	2449	576	3025	18105	24	0.00132560066280033	24	5366775	0.000563653218180378
c579d23e6b53	33a2340eed6d	5	3	8	18105	1	5.52333609500138e-05	1	5366777	1.49065258347794e-06
33a2340eed6d	f60ca9f4f7b3	45	31	76	18105	4	0.000220933443800055	4	5366791	1.41611626016366e-05
f60ca9f4f7b3	983651afeec7	11856	9110	20966	18144	338	0.0186287477954145	338	5375767	0.00390009462835722
983651afeec7	6ff934b4b828	150	29	179	18146	8	0.000440868510966604	8	5376097	3.32955301959767e-05
6ff934b4b828	04b2a9336d83	2965	2291	5256	18148	12	0.000661229887590919	12	5377485	0.000977408584124363
04b2a9336d83	3e15f80f0498	108	37	145	18150	10	0.000550964187327824	10	5377766	2.69628689682667e-05
3e15f80f0498	1f9b554f777d	6643	4425	11068	18148	373	0.0205532290059511	373	5380025	0.00205723951096882
1f9b554f777d	6894db5c84a1	9094	10564	19658	18154	150	0.00826264184201829	150	5378902	0.00365464922023119
6894db5c84a1	3671d6fbb982	918	728	1646	18154	49	0.00269912966839264	49	5379252	0.0003059904983072
3671d6fbb982	c834e8f38b87	3261	2489	5750	18148	189	0.010414370729557	189	5379280	0.00106891628619443
c834e8f38b87	46ebd7e439dc	541	198	739	18152	24	0.00132216835610401	24	5379982	0.00013736105436784
46ebd7e439dc	0f0ff5b8d5d0	19	13	32	18153	4	0.000220349253566904	4	5380087	5.94785920748122e-06
0f0ff5b8d5d0	72bbf8383143	42	33	75	18153	1	5.50873133917259e-05	1	5380096	1.39402716977541e-05
72bbf8383143	777af746b294	8	4	12	18153	3	0.000165261940175178	3	5380100	2.23044181334919e-06
777af746b294	b323e3f3af61	92	43	135	18153	12	0.000661047760700711	12	5380149	2.50922418691378e-05
b323e3f3af61	d14de7c14b41	123	108	231	18153	8	0.000440698507133807	8	5380164	4.29354941596576e-05
d14de7c14b41	4d9d74b3da6a	472	75	547	18153	19	0.00104665895444279	19	5380561	0.000101662261611754
4d9d74b3da6a	88f0199e8284	22348	19326	41674	18199	552	0.0303313368866421	552	5389993	0.00773173545865458
88f0199e8284	8212015ff29d	191	123	314	18199	16	0.000879169185120061	16	5390061	5.82553703937673e-05
8212015ff29d	8014289bdafb	173	63	236	18199	19	0.00104401340733007	19	5390171	4.37833975953639e-05
8014289bdafb	10176823ddc1	5124	3442	8566	18221	193	0.0105921738653202	193	5393814	0.00158811557091142
10176823ddc1	115f3d4699ca	234	176	410	18221	17	0.000932989407826135	17	5393872	7.60121856803424e-05
115f3d4699ca	fad684be12cf	38	1	39	18221	4	0.000219526919488502	4	5393909	7.2303778206121e-06
fad684be12cf	1f3d37597416	363	3	366	18223	20	0.00109751413049443	20	5394418	6.78479124161309e-05
1f3d37597416	090fc166ea4b	36	8	44	18223	7	0.000384129945673051	7	5394446	8.15653729780593e-06
090fc166ea4b	6b3ac4cfff1c	77	387	464	18225	10	0.000548696844993141	10	5395035	8.60050027478969e-05
6b3ac4cfff1c	1c186849650e	10861	6039	16900	18667	392	0.0209996250066963	392	5466488	0.00309156445600905
1c186849650e	e87bbd2bc85f	14	11	25	18667	4	0.000214281887823432	4	5466491	4.57331769136728e-06
e87bbd2bc85f	0ce2fd2badaa	115	77	192	18667	3	0.000160711415867574	3	5466529	3.5122835715314e-05
0ce2fd2badaa	4d8cb0be8c02	1312	799	2111	18673	82	0.00439136721469501	82	5467195	0.000386121219382151
4d8cb0be8c02	7515867b6cc5	245	74	319	18673	12	0.000642639104589514	12	5467366	5.8346194492924e-05
7515867b6cc5	4e0bbcc919a8	739	483	1222	18674	90	0.00481953518260683	90	5467676	0.000223495320498142
4e0bbcc919a8	c945cf702edc	943	489	1432	18678	15	0.0008030838419531	15	5468573	0.00026185990385426
c945cf702edc	7ebfbec7521c	2255	795	3050	18682	67	0.00358633979231346	67	5470725	0.000557512943896833
7ebfbec7521c	f7ca1228ab3c	148	57	205	18682	9	0.000481747136280912	9	5470816	3.74715581734059e-05
f7ca1228ab3c	c15b2b4cfbf2	6338	1913	8251	18728	163	0.0087035454933789	163	5478710	0.00150601145160083
c15b2b4cfbf2	51d0aea0390b	0	0	0	18728	0	0	0	5478710	0
51d0aea0390b	4bc50caad890	107	76	183	18728	11	0.000587355830841521	11	5478741	3.34018344725549e-05
4bc50caad890	f9c0cc34ebe8	158	36	194	18730	5	0.000266951414842499	5	5479109	3.54072167573231e-05
f9c0cc34ebe8	0fe0641b2c40	52	115	167	18730	10	0.000533902829684997	10	5479046	3.04797587025187e-05
